asset_id,evidence_ids,source_url,timecode,acquisition_mode,asset_type,rights_holder_label,rights_status,commercial_use,editorial_transform,web_scope,social_scope,territory,valid_from,valid_until,attribution,identifiable_people,people_clearance,third_party_elements,production_method,source_reuse_policy,production_notes,raw_sha256,derived_sha256,human_validation,permission_proof,permission_proof_sha256,publication_url,checked_on
AS-2402,EV-0702;EV-0703,https://eu.gozney.com/cdn/shop/files/Dome_XL_Bone.png?v=1757368771&width=2000,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Gozney Dome XL Gen 2; marque visible; écran et flamme officiels,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,ef97add8ea123163eb2d273040e194f65f472a3fcdbab8d2441130c6e07b2e0b,fd9d106ffae82295183a5e0fec04e70eb0e913d4b5ef0edc7e5f9fb6fa92b2e0,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-range-2026-08-24.txt,044ce0b6ea44edc04d54befd937765c9686ef68223e7a242650190dcfaaab724,https://fouranu.com/images/articles/gozney-dome-xl-gen-2-1600.webp,2026-08-24
AS-2403,EV-0702;EV-0703,https://eu.gozney.com/cdn/shop/files/Dome_XL_Bone.png?v=1757368771&width=2000,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Gozney Dome XL Gen 2; marque visible; écran et flamme officiels,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,ef97add8ea123163eb2d273040e194f65f472a3fcdbab8d2441130c6e07b2e0b,c9f3b031f8a58a63056d86cc81f17394910b8093d6c434345c73404ab46dcf16,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-range-2026-08-24.txt,044ce0b6ea44edc04d54befd937765c9686ef68223e7a242650190dcfaaab724,https://fouranu.com/images/articles/gozney-dome-xl-gen-2-960.webp,2026-08-24
AS-2404,EV-0705;EV-0706,https://eu.gozney.com/cdn/shop/files/Dome_Bone.png?v=1757368763&width=2000,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Gozney Dome Gen 2; marque visible; écran et flamme officiels,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,bc18479e44a1fc5afb067fcd128726e8e2931ff5a461a278e016a94c3e5ba57f,c05db55b599cbde8a7bfd00237d259523b96d4ac1133855c0556c56f9ec0aed5,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-range-2026-08-24.txt,044ce0b6ea44edc04d54befd937765c9686ef68223e7a242650190dcfaaab724,https://fouranu.com/images/articles/gozney-dome-gen-2-1600.webp,2026-08-24
AS-2405,EV-0705;EV-0706,https://eu.gozney.com/cdn/shop/files/Dome_Bone.png?v=1757368763&width=2000,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Gozney Dome Gen 2; marque visible; écran et flamme officiels,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,bc18479e44a1fc5afb067fcd128726e8e2931ff5a461a278e016a94c3e5ba57f,84edae7c782bf56fddcb4c3c119501596d3fbf584d8f655efd4bb159120d1444,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-range-2026-08-24.txt,044ce0b6ea44edc04d54befd937765c9686ef68223e7a242650190dcfaaab724,https://fouranu.com/images/articles/gozney-dome-gen-2-960.webp,2026-08-24
AS-2406,EV-0708,https://eu.gozney.com/cdn/shop/files/Arc_Off_Black_Cinemagraph_800x800_Frame_1_1_810da5f1-3297-4412-a29c-1f94090c17d2.png?v=1742493927&width=2000,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Gozney Arc; marque visible; écran et flamme officiels,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,bcc195d07f12f3033cacae197035be2fbf83f3f7fa5deff426c74d2597a58d7b,4a19c5df64018a9f5a6e99704bcdbef8139e1ad4498a1ef4272dfbcb6a7f6962,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-range-2026-08-24.txt,044ce0b6ea44edc04d54befd937765c9686ef68223e7a242650190dcfaaab724,https://fouranu.com/images/articles/gozney-arc-1600.webp,2026-08-24
AS-2407,EV-0708,https://eu.gozney.com/cdn/shop/files/Arc_Off_Black_Cinemagraph_800x800_Frame_1_1_810da5f1-3297-4412-a29c-1f94090c17d2.png?v=1742493927&width=2000,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Gozney Arc; marque visible; écran et flamme officiels,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,bcc195d07f12f3033cacae197035be2fbf83f3f7fa5deff426c74d2597a58d7b,a58821bd159356bb1e0b5626697e3ccd114ec1fc7b34fe1a6b7e3ff630b5b4db,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-range-2026-08-24.txt,044ce0b6ea44edc04d54befd937765c9686ef68223e7a242650190dcfaaab724,https://fouranu.com/images/articles/gozney-arc-960.webp,2026-08-24
AS-2408,EV-0710;EV-0711,https://eu.gozney.com/cdn/shop/files/RBX_S1_3-4_Left_800x800_Frame_1_212f5999-a2fd-4c7c-852c-825fefa08773.png?v=1742493916&width=2000,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Gozney Roccbox; marque visible; brûleur et flamme officiels,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,1ebf14faf00143766dd0f3c3ef8601e54d0aa3a07223b38663f78f12e3ee5216,8f1ea1420f35c8ceab6af1ff243696898c953df6dcb8f0bb41138834eab9d330,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-range-2026-08-24.txt,044ce0b6ea44edc04d54befd937765c9686ef68223e7a242650190dcfaaab724,https://fouranu.com/images/articles/gozney-roccbox-1600.webp,2026-08-24
AS-2409,EV-0710;EV-0711,https://eu.gozney.com/cdn/shop/files/RBX_S1_3-4_Left_800x800_Frame_1_212f5999-a2fd-4c7c-852c-825fefa08773.png?v=1742493916&width=2000,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Gozney Roccbox; marque visible; brûleur et flamme officiels,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,1ebf14faf00143766dd0f3c3ef8601e54d0aa3a07223b38663f78f12e3ee5216,dbc2e8690ffb0ca0a41686c261b8a3d8a59fa9ad1069af0b2f4ed715a30ec74f,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-range-2026-08-24.txt,044ce0b6ea44edc04d54befd937765c9686ef68223e7a242650190dcfaaab724,https://fouranu.com/images/articles/gozney-roccbox-960.webp,2026-08-24
AS-3000,,,,owner-provided-photo,author-portrait,Four à Nu - fichier fourni pour publication,granted,yes,no,https://fouranu.com,,Monde,2026-08-27,,"Portrait de Florian, fichier fourni à Four à Nu",yes,granted,Décor extérieur près d'un lac; lunettes et vêtements,,,,3399c5646832903fa23ff66df48197de819ddd7f7c93ec895045671df38cf0f2,b81a1bb23fd9c344ab3aeae2a5616ba6e066d07e03c383beede05547b84edd0e,approved,,,https://fouranu.com/images/authors/florian-portrait-192.webp,2026-08-27
AS-3001,,,,owner-provided-photo,author-portrait,Four à Nu - fichier fourni pour publication,granted,yes,no,https://fouranu.com,,Monde,2026-08-27,,"Portrait de Florian, fichier fourni à Four à Nu",yes,granted,Décor extérieur près d'un lac; lunettes et vêtements,,,,3399c5646832903fa23ff66df48197de819ddd7f7c93ec895045671df38cf0f2,d74a1dac551de5f60d58ce556ab16cd044814f05f2351d4f0cb1eccbdbdeb985,approved,,,https://fouranu.com/images/authors/florian-portrait-800.webp,2026-08-27
AS-3010,,,,owner-provided-photo,author-portrait,Four à Nu - fichier fourni pour publication,granted,yes,no,https://fouranu.com,,Monde,2026-08-27,,"Portrait de Magali, fichier fourni à Four à Nu",yes,granted,Décor de commerce; enseigne lumineuse; lunettes; vêtements et cornet de glace,,,,308f77702e2a3075f3c604f5a9d5e42f7505bea72c8a16de522dcbbaa7004bb5,71c0b2697c4834246eb042789f0511bc6c45457db7a36057ec07e8dce7e92881,approved,,,https://fouranu.com/images/authors/magali-portrait-192.webp,2026-08-27
AS-3011,,,,owner-provided-photo,author-portrait,Four à Nu - fichier fourni pour publication,granted,yes,no,https://fouranu.com,,Monde,2026-08-27,,"Portrait de Magali, fichier fourni à Four à Nu",yes,granted,Décor de commerce; enseigne lumineuse; lunettes; vêtements et cornet de glace,,,,308f77702e2a3075f3c604f5a9d5e42f7505bea72c8a16de522dcbbaa7004bb5,fa9de8760e1373ea4d094dd45e85bd5f5103228f64c57049abadd932ba6a0188,approved,,,https://fouranu.com/images/authors/magali-portrait-800.webp,2026-08-27
AS-3020,,,,owner-provided-photo,author-portrait,Four à Nu - fichier fourni pour publication,granted,yes,no,https://fouranu.com,,Monde,2026-08-27,,"Portrait de Nicolas, fichier fourni à Four à Nu",yes,granted,Décor extérieur au coucher du soleil; lunettes d'éclipse; casquette et vêtements,,,,588bad771cccbfda8b7be99a03d1b26af93db7028e7cc00634c680ba16c8ae8d,7bb4398f75aed317afe08a34e03fe57517b0f786d05c41037df50bf2214c114e,approved,,,https://fouranu.com/images/authors/nicolas-portrait-192.webp,2026-08-27
AS-3021,,,,owner-provided-photo,author-portrait,Four à Nu - fichier fourni pour publication,granted,yes,no,https://fouranu.com,,Monde,2026-08-27,,"Portrait de Nicolas, fichier fourni à Four à Nu",yes,granted,Décor extérieur au coucher du soleil; lunettes d'éclipse; casquette et vêtements,,,,588bad771cccbfda8b7be99a03d1b26af93db7028e7cc00634c680ba16c8ae8d,c09f0ef928c33c2043698cf9a4c60329de7eb2aa2dadd3d8a8c57282bdcd4763,approved,,,https://fouranu.com/images/authors/nicolas-portrait-800.webp,2026-08-27
AS-3100,,,,editorial-created,editorial-original,Four à Nu,original,yes,not-applicable,https://fouranu.com,,Monde,2026-08-30,,Illustration éditoriale originale Four à Nu.,no,not-applicable,aucun,Direction éditoriale Four à Nu; création originale sans image tierce en entrée.,disabled,Source haute définition archivée sous assets/visuals/production; dérivé WebP 1600 × 900 sans métadonnées.,,fa025bf032c7e2264ed9eb27df7228c214bb5e82cec2c2fb840cd097e2bf917e,pending,,,,2026-08-30
AS-3101,,,,editorial-created,editorial-original,Four à Nu,original,yes,not-applicable,https://fouranu.com,,Monde,2026-08-30,,Illustration éditoriale originale Four à Nu.,no,not-applicable,aucun,Direction éditoriale Four à Nu; création originale sans image tierce en entrée.,disabled,Source haute définition archivée sous assets/visuals/production; dérivé WebP 960 × 540 sans métadonnées.,,0cdcac5455dbfc34fa6d5ee27cf91c0b8c67edd4b4d0e350d8963017a55f8b70,pending,,,,2026-08-30
AS-3110,,,,editorial-created,editorial-original,Four à Nu,original,yes,not-applicable,https://fouranu.com,,Monde,2026-08-30,,Illustration éditoriale originale Four à Nu.,no,not-applicable,aucun,Direction éditoriale Four à Nu; création originale sans image tierce en entrée.,disabled,Source haute définition archivée sous assets/visuals/production; dérivé WebP 1600 × 900 sans métadonnées.,,3e3a5a94d47f54af16e8ec8427d06fb0394383af449c561c2928029fd1a57a8e,pending,,,,2026-08-30
AS-3111,,,,editorial-created,editorial-original,Four à Nu,original,yes,not-applicable,https://fouranu.com,,Monde,2026-08-30,,Illustration éditoriale originale Four à Nu.,no,not-applicable,aucun,Direction éditoriale Four à Nu; création originale sans image tierce en entrée.,disabled,Source haute définition archivée sous assets/visuals/production; dérivé WebP 960 × 540 sans métadonnées.,,15dd5bfd0af1f3870607d7b950340f978d02ec5b23c147b4c1a3c18921b6891f,pending,,,,2026-08-30
AS-3120,,,,editorial-created,editorial-original,Four à Nu,original,yes,not-applicable,https://fouranu.com,,Monde,2026-08-30,,Illustration éditoriale originale Four à Nu.,no,not-applicable,aucun,Direction éditoriale Four à Nu; création originale sans image tierce en entrée.,disabled,Source haute définition archivée sous assets/visuals/production; dérivé WebP 1600 × 900 sans métadonnées.,,36880b1756db32dba8b8cafaabd14c7ccefbc22d529af1d44b93c411fbce0a20,pending,,,,2026-08-30
AS-3121,,,,editorial-created,editorial-original,Four à Nu,original,yes,not-applicable,https://fouranu.com,,Monde,2026-08-30,,Illustration éditoriale originale Four à Nu.,no,not-applicable,aucun,Direction éditoriale Four à Nu; création originale sans image tierce en entrée.,disabled,Source haute définition archivée sous assets/visuals/production; dérivé WebP 960 × 540 sans métadonnées.,,09ae28dfef2875104e032d8f94aefb8fe6cec07f1761f8fe2ba04a94150f50ca,pending,,,,2026-08-30
AS-3130,,,,editorial-created,editorial-original,Four à Nu,original,yes,not-applicable,https://fouranu.com,,Monde,2026-08-30,,Illustration éditoriale originale Four à Nu.,no,not-applicable,aucun,Direction éditoriale Four à Nu; création originale sans image tierce en entrée.,disabled,Source haute définition archivée sous assets/visuals/production; dérivé WebP 1600 × 900 sans métadonnées.,,4d211f03559406e0136d67a13cd2654e4f068a7fa7152d96d4ee76f0819ee0e6,pending,,,,2026-08-30
AS-3131,,,,editorial-created,editorial-original,Four à Nu,original,yes,not-applicable,https://fouranu.com,,Monde,2026-08-30,,Illustration éditoriale originale Four à Nu.,no,not-applicable,aucun,Direction éditoriale Four à Nu; création originale sans image tierce en entrée.,disabled,Source haute définition archivée sous assets/visuals/production; dérivé WebP 960 × 540 sans métadonnées.,,1d216ea1570d9c9ca1eacad2d7d8bfe8bfd778dfa623bd0769d3008f40c11f90,pending,,,,2026-08-30
