evidence_id,observation,conditions
EV-0847,Der ASIN B0GXZZNLCM entsprach dem genauen Modell Ooni Volt 2 auf Amazon.fr.,"Kontrolle des Amazon.fr-Marktplatzes für Frankreich; Verkäufer, Variante, Angebotsinhalt und Verfügbarkeit können sich ändern."
EV-0848,Der ASIN B0H629MKNC entsprach dem genauen Modell Ooni Halo Core auf Amazon.fr.,"Kontrolle des Amazon.fr-Marktplatzes für Frankreich; Verkäufer, Variante, Angebotsinhalt und Verfügbarkeit können sich ändern."
EV-0849,"Der ASIN B0FPXDMSFZ entsprach dem genauen Modell Ooni Halo Pro, und der freigegebene Affiliate-Kurzlink führte zu dieser Produktseite.","Kontrolle des Amazon.fr-Marktplatzes für Frankreich; Verkäufer, Variante, Angebotsinhalt und Verfügbarkeit können sich ändern."
EV-0850,"Die Suche auf Amazon.fr fand keine Produktseite, die eindeutig dem exakten Modell Ooni Koda 2 Max entsprach.",Suche für Frankreich; diese punktuelle Erhebung beweist keine Nichtverfügbarkeit und rechtfertigt keinen generischen Link
EV-0851,"Die Amazon.fr-Suche hat keine entsprechende Produktseite gefunden, die eindeutig dem genauen Modell Gozney Arc XL entspricht.","Suche für Frankreich; diese punktuelle Erhebung beweist nicht, dass das Produkt nicht verfügbar ist, und rechtfertigt keinen generischen Link."
EV-0852,"Die Amazon.fr-Suche hat keine entsprechende Seite gefunden, die eindeutig dem genauen Modell Gozney Arc Lite entspricht.","Suche für Frankreich; diese punktuelle Erhebung beweist nicht, dass das Produkt nicht verfügbar ist, und rechtfertigt keinen generischen Link."
EV-0853,"Die Suche auf Amazon.fr hat keine entsprechende Produktseite gefunden, die eindeutig dem genauen Modell Gozney Tread entspricht.","Suche für Frankreich; diese punktuelle Erhebung beweist nicht, dass das Produkt nicht verfügbar ist, und rechtfertigt keinen generischen Link."
EV-0854,"Die Amazon.fr-Suche hat keine entsprechende Seite gefunden, die eindeutig dem genauen Modell Gozney Dome XL Gen 2 entspricht.","Suche für Frankreich; diese punktuelle Erhebung beweist nicht, dass das Produkt nicht verfügbar ist, und rechtfertigt keinen generischen Link."
EV-0855,"Die Amazon.fr-Suche hat keine entsprechende Seite gefunden, die eindeutig dem genauen Modell Gozney Dome Gen 2 entspricht.","Suche für Frankreich; diese punktuelle Erhebung beweist nicht, dass das Produkt nicht verfügbar ist, und rechtfertigt keinen generischen Link."
EV-0856,"Die Suche auf Amazon.fr hat keine entsprechende Produktseite gefunden, die eindeutig dem genauen Modell Gozney Arc entspricht.","Suche für Frankreich; diese punktuelle Erhebung beweist nicht, dass das Produkt nicht verfügbar ist, und rechtfertigt keinen generischen Link."
EV-0857,"Die Amazon.fr-Suche hat keine entsprechende Produktseite gefunden, die eindeutig dem genauen Modell Gozney Roccbox entspricht.","Suche für Frankreich; diese punktuelle Erhebung beweist nicht, dass das Produkt nicht verfügbar ist, und rechtfertigt keinen generischen Link."
EV-0860,"Der ASIN B08Q6662GK öffnete die exakte Produktseite des Sage Pizzaiolo; angezeigt wurden 699,00 € und ein verbleibendes Exemplar.","Nicht angemeldete Sitzung für Paris 75001; Verkäufer und Versender Super10count; Preis, Bestand, Zustand und Angebotsinhalt können sich ändern"
EV-0861,"Sage nennt 400 °C, mehrere Pizzaprogramme, einen manuellen Modus mit getrennter Unter- und Oberhitze, einen Cordieritstein und Abmessungen von 46,1 × 47,2 × 27 cm.",Herstellerangaben und -versprechen; die beworbenen zwei Minuten werden nicht als Messung von Four à Nu übernommen
EV-0862,"Das europäische Handbuch dokumentiert die Inneninstallation auf einer stabilen Fläche, die automatischen Programme, den manuellen Modus und die Wartung von Stein und Pfanne.",Herstelleranweisungen für die europäische Version; sie messen die Leistung nicht.
EV-0863,"Beim Sollwert 350 °C misst die Quelle 358 °C in der Mitte nach 16 Minuten; bei maximaler Einstellung werden 400 °C nach 18 min 33 s erreicht, mit 372 °C vorne und 390 °C hinten.",Infrarotmessungen nach dem Protokoll von Les Numériques an einem Exemplar; Herkunft des Geräts nicht angegeben
EV-0864,"In dieser Sitzung bei 350 °C wird die Pizza in 3 min 32 s gebacken, und der Backstein erreicht den Zielwert wieder in 2 min 25 s.","Teig, Durchmesser und Einstellung gemäß Quellenprotokoll; Zeit nicht auf alle Pizzen übertragbar"
EV-0865,Die Quelle misst 27 °C am Gehäuse während der Messung bei 350 °C und 47 dB im Betrieb; sie weist außerdem auf einen kälteren vorderen Bereich des Steins und einen eingeschränkten Zugang zur Reinigung hin.,Messungen und Beobachtungen an einem Exemplar; die Gehäusetemperatur hängt von Messpunkt und Messzeitpunkt ab.
EV-0866,"Die Quelle beschreibt etwa zwanzig Minuten bis 400 °C, Backzeiten von 1 min 30 s bis zwei Minuten sowie die Nutzung des mitgelieferten Backsteins, Pizzaschiebers und Blechs.",Getrennter Nutzungsbericht ohne Temperaturkartierung des Backsteins; vergütete Links und Herkunft des Geräts nicht angegeben
EV-0868,"Der BPZ820 ist vor allem für einen spezialisierten, geführten Einsatz im Innenraum sinnvoll; Preis, dauerhafter Platzbedarf und die kühlere Vorderseite des Backsteins müssen vor dem Kauf akzeptiert werden.","Ableitung aus Händlererhebung sowie den angeführten Angaben, Messungen und Beobachtungen; kein physischer Test von Four à Nu"
EV-0870,"Der ASIN B0D9C2J4LJ öffnete die exakte Produktseite des Cuisinart CPZ120E; angezeigt wurden 235,00 € und ein vorrätiges Angebot.","Nicht angemeldete Sitzung für Paris 75001; Verkäufer und Versender Amazon; Preis, Bestand, Zustand und Angebotsinhalt können sich ändern"
EV-0871,"Cuisinart nennt 1 875 W, einen Bereich von 170 bis 400 °C, 30-cm-Pizzen, ein beleuchtetes Fenster und ein Set mit Stein, klappbarem Pizzaschieber, tiefer Form und Pizzaschneider.",Herstellerangaben für Frankreich; das Backen in fünf Minuten bleibt ein Herstellerversprechen.
EV-0872,"Das Aufheizsignal ertönt nach 11 min 39 s, doch die Quelle wartet 22 Minuten, um 350 °C zu stabilisieren, und misst 356 °C in der Mitte gegenüber 298 °C vorne.",Protokoll von Les Numériques am exakten europäischen Modell; Herkunft des Geräts nicht angegeben
EV-0873,"In dieser Sitzung wird eine Pizza in 5 min 50 s gebacken, das Wiederaufheizen dauert 3 min 58 s, und 400 °C werden nach 32 Minuten erreicht; auf dem Backstein wird ein Unterschied von 19 °C gemessen.",Teig und Einstellung gemäß Protokoll; Werte nicht direkt mit einem anderen Pizzastil vergleichbar
EV-0874,"Die Quelle misst kontinuierlich 54 dB und 0,653 kWh über dreißig Minuten bei 350 °C; sie beschreibt einen ungenauen Drehregler und weniger sorgfältige Verarbeitung.",Messungen und Beobachtungen an einem Exemplar; Verbrauch abhängig vom Protokoll und keine Jahreskostenangabe
EV-0875,"Die Quelle beschreibt Pizzen in etwa sieben Minuten, eine einfache Bedienung und ein Geräusch von etwa 60 dB auf der CPZ120-Plattform.","Nordamerikanische Version ohne das Suffix E; diese Beobachtung bestätigt die Ergonomie, beweist aber weder die Leistung noch die Maße des europäischen CPZ120E."
EV-0876,"Das Handbuch schreibt vor, den Stein vollständig abkühlen zu lassen, festsitzende Rückstände zu entfernen, ohne ihn einzutauchen, und ihn nicht wiederzuverwenden, solange er feucht ist.",Herstelleranweisungen für die genaue europäische Referenz; sie messen weder Leistung noch Haltbarkeit.
EV-0878,"Der CPZ120E setzt auf einfache Bedienelemente und ein vollständiges Set; lange Aufheizzeit, ungenauer Drehregler und kontinuierliches Geräusch sind abzuwägen, statt ihn allein wegen des Versprechens von 400 °C zu kaufen.",Ableitung aus dem französischen Produktblatt und dem exakten CPZ120E-Protokoll; kein physischer Test von Four à Nu
EV-0880,"Der ASIN B07PZQ55PC öffnete die exakte schwarze Variante; angezeigt wurden 89,48 € und eine Buybox von Amazon Seconde main mit Versand durch Amazon.","Nicht angemeldete Sitzung für Paris 75001; Gebrauchtzustand muss zwingend erneut geprüft werden; Preis, Bestand, Verkäufer und Inhalt können sich ändern"
EV-0881,"Die schwarze Variante trägt den Code G10006 10 und die EAN 8056095873526; der Hersteller nennt 1 200 W, einen 31-cm-Stein, zwei Heizelemente, einen Fünf-Minuten-Timer und einen Thermostat bis 400 °C.",Herstellerangaben; die Ergebnisse wie aus einer Pizzeria und die angekündigten fünf Minuten sind keine Messungen von Four à Nu.
EV-0882,"Der Vergleich bereitet mindestens drei Pizzen je Gerät zu: eine Tiefkühlpizza, eine mit selbst gemachtem Teig und eine belegte Pizza aus gekauftem Teig; untersucht werden Backen, Anhaften und Reinigung.","Kommerzieller Beitrag mit Affiliate-Links; die Quelle verwendet G10006B, ohne EAN oder offiziellen Farbcode zu veröffentlichen, und nennt die Herkunft des Geräts nicht"
EV-0883,"Die Quelle berichtet von etwa zehn Minuten Vorheizen, starker Hitze beim Öffnen, kompaktem Format und dem Nutzen der beiden mitgelieferten Halbschaufeln.",Nicht instrumentierte Beobachtungen aus der Sitzung von El País; weder Wertung noch Rang im Vergleich übernommen
EV-0884,"Die Quelle misst 363,7 °C auf dem Backstein des Delizia, als der Thermostat abschaltet, und 86,6 °C an den Bedienelementen.","Ein graues Exemplar ohne veröffentlichten genauen Farbcode; Infrarotmessung zu einem Zeitpunkt im Zyklus; die Website verkauft Zubehör und gibt an, den Test selbst finanziert zu haben"
EV-0885,"Die Quelle beobachtet starke, thermostatbedingte Schwankungen und beurteilt die beiden Halbschaufeln beim Öffnen des Ofens als schwierig zu verwenden; zum Backen wechselt sie zu einem einteiligen Pizzaschieber.","Dasselbe graue Exemplar ohne Farbcode; Nutzungsbericht eines Zubehörhändlers, eingeräumt unvollkommener Teig und keine standardisierte Wiederholung"
EV-0888,"Der Delizia bietet in kompaktem Format einen heißeren Backstein als ein üblicher Haushaltsbackofen, verlangt aber, den Zyklus zu verfolgen, die Hände zu schützen und Angebotszustand sowie Zubehör genau zu prüfen.","Ableitung aus Händlererhebung, Angaben und zwei Sitzungen von Drittquellen; kein Mess- oder Backversuch von Four à Nu"
EV-0890,"Der ASIN B0CNQ82K3Y öffnete die exakte Produktseite des OO101EU; angezeigt wurden 345,00 € und ein verbleibendes Exemplar.","Nicht angemeldete Sitzung für Paris 75001; Verkäufer und Versender Ornsof; Preis, Bestand, Zustand und Angebotsinhalt können sich ändern"
EV-0891,"Die französische FAQ beschränkt das Gerät auf den Außenbereich, nennt einen Pizza-Temperaturbereich von 175 bis 370 °C und erklärt, dass die Pellets während des elektrischen Aufheizens Rauch erzeugen; sie nennt außerdem 1 760 W und 19 kg.",Die Werte für Leistung und Gewicht widersprechen der Anleitung für Europa und der deutschen FAQ zum exakten Modell; sie werden nicht als gesicherte Eigenschaften übernommen.
EV-0892,"Der Leitfaden dokumentiert die Modi Pizza, Braten, Backen, Räuchern und Dörren sowie Backstein, Blech, Rost und Pelletfach.",Nutzungsdokumentation des Herstellers; sie belegt nicht die relative Qualität der verschiedenen Modi
EV-0893,Bei einem Zielwert von 350 °C misst die Quelle eine Aufheizphase von 11 min 54 s und anschließend 350 °C in der Mitte nach 13 min 12 s; die verlangte Höchsttemperatur wird 2 min 20 s nach dem Signal erreicht.,Protokoll von Les Numériques am exakten europäischen Modell; Herkunft des Geräts nicht angegeben
EV-0894,"In dieser Sitzung wird die Pizza in etwa 3 min 30 s gebacken, das Wiederaufheizen dauert 4 min 15 s, und der mittlere Unterschied zwischen den Zonen beträgt 7 °C; der Ofen überschreitet bisweilen den Sollwert.",Teig und Einstellung gemäß Protokoll; die beobachtete Überschreitung beschreibt nicht alle Geräte
EV-0895,"Die Quelle misst in ihrem Protokoll 34 dB und 0,729 kWh; sie weist auf den fehlenden Pizzaschieber, eine Tür ohne Fenster und einen eingeschränkten Reinigungszugang um Heizelement und Schienen hin.",Messungen und Beobachtungen an einem Exemplar; Verbrauch abhängig von Programm und Dauer
EV-0896,"Nach etwa zwei Jahren gibt die Autorin an, das Gerät weiterhin in ihrer Außenküche zu nutzen; die Pizza-Einstellung bleibt zentral, daneben verwendet sie es für verschiedene Back- und Garvorgänge und schützt es mit einer Abdeckung.","Individueller Langzeitbericht zu einer britischen Variante, deren Seite die genaue SKU nicht veröffentlicht; Affiliate-Links, kein Wärmeprotokoll und Erwerbsart des ursprünglichen Geräts nicht angegeben"
EV-0897,"Die Anleitung des exakten europäischen Modells nennt 220–240 V, 50–60 Hz und 2 400 W.",Herstellerangabe für den europäischen OO101EU; Leistung widerspricht der französischen FAQ EV-0891
EV-0898,Der OO101EU eignet sich für eine vielseitige Außenküche mit Steckdose; er darf weder als direkter Ersatz für einen für höhere Temperaturen ausgelegten Spezialofen gekauft noch im Innenraum verwendet werden.,"Ableitung aus den Herstelleranweisungen, der europäischen Gebrauchsanweisung, den Labormessungen und dem Erfahrungsbericht einer britischen Familie; das von Ninja veröffentlichte Gewicht bleibt widersprüchlich, und es gibt keinen Test von Four à Nu."
EV-0899,Die deutsche FAQ zum exakten Modell nennt 2 400 W und 22 kg.,"Die Leistung bestätigt die Anleitung für Europa; das Gewicht widerspricht den 19 kg der französischen FAQ, daher gilt kein einzelner Gewichtswert als gesichert."
EV-0900,"Der ASIN B0C4PY8QBV öffnete die exakte Produktseite des ursprünglichen schwarzen ETNA Rotante; angezeigt wurden 929,72 € und ein vorrätiges Angebot.","Nicht angemeldete Sitzung für Paris 75001; Verkäufer und Versender best 4me; Preis, Bestand, Zustand, Druckregler und Inhalt können sich ändern"
EV-0901,"Witt beschreibt für die 2022 eingeführte Generation ETNA Rotante einen U-förmigen Hauptbrenner, einen motorisch drehenden Backstein und einen zweiten Brenner unter dem Backstein.","Herstellerdarstellung; Versprechen zu Geschwindigkeit, Gleichmäßigkeit und Gasersparnis sind keine Messungen von Four à Nu"
EV-0902,"Das europäische Handbuch dokumentiert für den Rotante zwei Brenner, 750 × 650 × 440 mm, 26,8 kg netto, 33,6 kg brutto, eine Drehung mit 2,5 U/min, den Außeneinsatz und die für Frankreich geltende Kategorie I3+(28–30/37).","Druckregler, Schlauch, Typenschild und tatsächlich geliefertes Gas prüfen; das Handbuch nennt nicht den von Testberichten veröffentlichten Backsteindurchmesser von 40,5 cm"
EV-0903,"Die Quelle nennt 26,8 kg, 66,3 × 76,1 × 43,6 cm, einen 40,5-cm-Backstein und eine Drehung mit 2,5 U/min; sie beschreibt das Bewegen zu zweit.","Berichtete, nicht als gemessen dargestellte Merkmale; Abmessungen stimmen nach Anordnung der Achsen in derselben Reihenfolge und Rundung mit dem Handbuch überein; vergütete Links und Herkunft des Geräts nicht angegeben"
EV-0904,In ihrer Sitzung heizt die Quelle etwa fünfzehn Minuten vor und backt die meisten Pizzen in rund zwei Minuten.,"Zeiten gelten für die veröffentlichten Pizzen und Bedingungen; Backsteintemperatur, Wetter und standardisierte Wiederholungen fehlen; vergütete Links und Herkunft des Geräts nicht angegeben"
EV-0905,"Bei einem Außentest um 7 °C wartet die Quelle fast dreißig Minuten, bevor sie den Ofen als backbereit beurteilt.","Kaltes Wetter, türlose Öffnung und fehlende veröffentlichte Backsteintemperatur begrenzen die Vergleichbarkeit; Affiliate-Links und Erwerbsart des Geräts nicht angegeben"
EV-0906,"Die erste Pizza verbrennt bei voller Flamme am Rand; die zweite, nach Leistungsreduzierung gebacken, weist eine als ausgewogener beurteilte Unterseite und einen ausgewogeneren Rand auf. Die Seite nennt außerdem 40 kg und 63,3 × 76,1 × 43,6 cm.",Zwei Versuche ohne Vergleichsprotokoll; Gewicht und Breite widersprechen dem Handbuch und werden nicht als kanonische Merkmale übernommen; Affiliate-Links und erhaltene orange Version ohne Angabe der Erwerbsart
EV-0907,"Der Autor beschreibt einen schweren, breiten Ofen, erkennt den Nutzen eines gleichmäßigeren Backsteins an, zieht aber die Möglichkeit vor, die Pizza je nach Hitzezone von Hand zu versetzen.",Persönliche Einschätzung ohne vollständiges beziffertes Protokoll; Herkunft des Geräts und Geschäftsbeziehung nicht angegeben; Störungsmeldungen nicht übernommen
EV-0908,"Der ETNA Rotante zielt auf einen festen Außenplatz und große Pizzen; Drehung und Brenner unter dem Backstein verringern bestimmte Handgriffe, ohne Überwachung, mittige Platzierung oder Flammeneinstellung überflüssig zu machen.","Ableitung aus Herstellerunterlagen, normalisierten Merkmalen und drei Nutzungsberichten; kein physischer Test von Four à Nu; Rotante-Control-Modelle ausgeschlossen"
EV-0909,"Die Quelle erzielt ihr bestes Gleichgewicht nach Vorheizen bei voller Leistung und anschließender Reduzierung des U-Brenners; sie weist außerdem auf das fehlende eingebaute Thermometer, den fehlenden Pizzaschieber und einen mitunter schwer sichtbaren Booster hin.","Nutzungsbericht zu einem Exemplar, ohne universelle Einstellung; vergütete Links und Herkunft des Geräts nicht angegeben"
EV-0910,"Das Produktblatt nennt eine Kapazität für Pizzen bis 40,5 cm, Abmessungen von 76 × 66 × 44 cm und ein Gewicht von 33 kg.",Gerundete Herstellermerkmale; das Blatt unterscheidet nicht zwischen Netto- und Bruttogewicht und ist keine unabhängige Messung
EV-0911,"Das Handbuch nennt 75 × 65 × 44 cm, 26,8 kg netto und 33,6 kg brutto; das Produktblatt rundet auf 76 × 66 × 44 cm und 33 kg; Tech Advisor stimmt nach Anordnung der Achsen in derselben Reihenfolge bis auf Rundungen überein, während T3 63,3 cm Breite und 40 kg nennt.","Dokumentarische Normalisierung von Einheiten, Achsen und Konventionen; kein Wert wird gemittelt, das Handbuch bleibt die Herstellerreferenz, und die nicht bestätigten T3-Zahlen bleiben sichtbar"
EV-0305,"Die Produktseite nennt 699 €, Abmessungen von 682 × 652 × 393 mm, 30 kg, einen 20 mm starken Stein und Pizzen bis zu den angegebenen 45 cm. Die Variante für Frankreich ist auf 37 mbar ausgelegt und enthält weder Schlauch noch Druckregler.","Offizielle Seite am 7. September 2026 geprüft. Der Preis für den Ofen allein kann sich ändern; Warenkorb und genaue Variante prüfen. Herstellermaße, ohne physische Messung durch Four à Nu."
EV-0306,"Die Produktseite nennt 899,99 €, 530 × 629 × 342 mm, 26,5 kg, einen 20 mm starken Stein und eine angegebene Pizzagröße bis 40 cm. Die allgemeine Lieferumfangsliste enthält einen 1,2-m-Schlauch und einen Druckregler.","Europäische Seite auf Französisch, am 7. September 2026 geprüft; sie bietet eine Variante für Frankreich an. Die allgemeine Liste ersetzt keine Bestätigung des Lieferumfangs dieser Variante. Preis kann sich ändern; Herstellermaße."
EV-0307,"Das berechnete horizontale Rechteck beträgt beim Koda 2 Pro 0,444664 m² und beim Arc XL 0,33337 m². Ersteres ist ungefähr 33,4 % größer.","Produkte der beiden horizontalen Herstellermaße: 0,682 × 0,652 und 0,530 × 0,629. Verhältnis (0,444664 / 0,33337 − 1) × 100. Ohne Sicherheitsabstände, Gasflasche, Schlauch, Tür und Arbeitsbewegungen; dies sind weder Backflächen noch sichere Aufstellflächen."
EV-0308,"Der Koda 2 Pro wird bevorzugt, wenn sein größerer Durchmesser und niedrigerer Preis bei ausreichend Platz genutzt werden sollen; der Aufpreis für den Arc XL kann durch sein schmaleres Gehäuse für Pizzen von meist 30 bis 35 cm gerechtfertigt sein.","Kaufentscheidung abgeleitet aus Eigenschaften, der Berechnung des Platzbedarfs und bereits zugeordneten Einschränkungen bei der Handhabung. Sie entscheidet nicht über Backqualität, Durchsatz, Geschmack oder Verbrauch."
EV-0309,"Die Produktseite nennt 599 €, unverpackte Abmessungen von 54,5 × 44,2 × 26,3 cm, 17,6 kg, 1.600 W, einen Bereich von 20 bis 450 °C, Pizza-Voreinstellungen sowie Backofen-, Grill- und Gärmodi. Die Liste enthält Stein und Rost, ohne einen Pizzaschieber zu nennen.",Offizielle französische Produktseite am 7. September 2026 geprüft. Preis kann sich ändern. Das Fehlen eines Pizzaschiebers in der Liste wird von einer Prüfung des gelieferten Kartons unterschieden; Maße ohne Sicherheitsabstände.
EV-0315,"Die Produktseite nennt 829,90 €, Abmessungen von 46,1 × 47,2 × 27 cm, 400 °C, Pizzaprogramme und einen manuellen Modus mit getrennter Regelung der Hitze von unten und oben. Ein Pizzaschieber und eine Pfanne sind als Zubehör aufgeführt.",Offizielle französische Produktseite am 7. September 2026 geprüft. Preis und Angebotsumfang erneut prüfen; für Sicherheitsabstände und Sicherheit ist das Handbuch maßgeblich.
EV-0316,"Die Produktseite nennt 399,90 €, 1.875 W, einen Bereich von 170 bis 400 °C, eine 30-cm-Pizza sowie Einstellungen für Temperatur, Timer und Beleuchtung. Stein, klappbarer Pizzaschieber, tiefe Form und Pizzaroller werden aufgeführt.",Offizielle französische Produktseite am 7. September 2026 geprüft. Preis kann sich ändern; die ausgelesene Seite enthielt keine verwendbaren Außenmaße. Diese vor dem Aufstellen in den Unterlagen bestätigen.
EV-0317,"Der Cuisinart wird für den Einstieg mit enthaltenem Zubehör gewählt, der Volt für seine verschiedenen Modi und der Sage für die getrennte Regelung von Unter- und Oberhitze. Bei den erfassten offiziellen Preisen beträgt Volt minus Cuisinart 199,10 € und Sage minus Volt 230,90 €.","Präferenzen nach Funktionen und Ausstattungskosten, ohne Rangfolge der Backleistung. Differenzen datierter Herstellerpreise: 599 − 399,90; 829,90 − 599. Keine Amazon-Preise und keine eigene Nutzungserfahrung."
EV-0318,"Die Simulationen ergeben 399,90 € für Cuisinart, 679 € für Volt und 1.104 € für Koda 2 Pro. Nur die Ofenpositionen übernehmen beobachtete Herstellerpreise; die übrigen Beträge sind gewählte, veränderbare redaktionelle Annahmen.","Cuisinart: 399,90 + 0; Volt: 599 + 40 Pizzaschieber + 40 Thermometer; Koda: 699 + 50 Pizzaschieber + 40 Thermometer + 150 Tisch + 50 Gasanschluss + 30 Flaschenpfand + 35 Gas + 50 Schutzhülle. Versandkosten mit null angenommen. Ohne Zutaten, Strom, Pflege, Reparaturen und Ersatz. Ein Nullbetrag kann einen bereits vorhandenen Gegenstand bezeichnen. Separates Strombeispiel: 0,8 kWh × 0,25 €/kWh = 0,20 €, zwei Annahmen ohne Bezug zu einem Modell."
EV-0319,"Ein nützliches Budget unterscheidet enthaltene Ausstattung, bereits vorhandene Gegenstände, fehlende Aufstelleinrichtung und laufende Ausgaben. Komfortkäufe werden erst dann vorrangig, wenn sie zum gewünschten Format, zur Aufbewahrung oder zum Backrhythmus passen.","Ableitung zur Organisation des Kaufs anhand unterschiedlicher Lieferumfänge und ausdrücklicher Simulationen. Kein Gesamtbetrag ist ein Kostenvoranschlag, eine Sicherheitsbestätigung oder ein Rentabilitätsversprechen."
